fondo,2025-05-30,2025-06-30,2025-07-31,2025-08-29,2025-09-30,2025-10-31,2025-11-28,2025-12-30,2026-01-30,2026-02-27,2026-03-31
Axis Estrategia 17 - Clase Y Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axis Estrategia 18 - Clase A,4.3342,0.6237,1.1253,1.5754,0.8946,7.9369,2.653,1.5309,2.6604,3.1147,4.1572
Axis Estrategia 18 - Clase B,4.403,0.6922,1.1939,1.6403,0.9654,8.0103,2.7159,1.6022,2.7303,3.178,4.2303
Axis Estrategia 18 - Clase X Ley N° 27.743,4.3343,0.6237,1.1251,1.5752,0.8947,7.9372,2.6529,1.531,2.6602,3.1147,4.1574
Axis Estrategia 18 - Clase Y Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axis Estrategia 19 - Clase A,2.2454,2.5831,2.7088,2.9386,2.8868,3.3617,2.1798,1.7994,2.3788,2.446,2.3772
Axis Estrategia 19 - Clase B,2.258,2.5965,2.722,2.9508,2.9005,3.3749,2.1918,1.8127,2.3918,2.4579,2.3906
Axis Estrategia 20 - Clase A,2.1828,1.2981,1.8591,1.6546,2.886,8.0661,2.4416,1.3329,1.7287,2.471,2.7478
Axis Estrategia 20 - Clase B,2.1828,1.2983,1.859,1.6545,2.8858,8.066,2.4416,1.3331,1.7288,2.4708,2.7478
Axis Estrategia 21 - Clase A,9.7997,-10.8291,14.5271,-12.8264,-7.8376,45.4826,1.688,-0.8782,4.532,-16.6805,12.7541
Axis Estrategia 21 - Clase B,9.7997,-10.8289,14.5273,-12.8264,-7.8373,45.4829,1.6881,-0.8781,4.532,-16.6805,12.7541
Axis Estrategia 3 - Clase A,6.2951,-2.6493,7.4045,-5.1622,-7.967,34.5959,2.409,2.0954,,,
Axis Estrategia 3 - Clase B,6.2951,-2.6494,7.4043,-5.1622,-7.9671,34.5959,2.409,2.0955,,,
Axis Estrategia 3 - Clase X Ley N° 27.743,6.2952,-2.6493,7.4043,-5.1621,-7.9672,34.5958,2.409,2.0954,,,
Axis Estrategia 3 - Clase Y Ley N° 27.743,6.2951,-2.6494,7.4045,-5.1621,-7.9671,34.5958,2.4089,2.0952,,,
Axis Estrategia 5 - Clase A,9.9932,-10.6038,15.3421,-13.1,-8.3239,56.6009,1.8708,-0.0476,5.4052,-15.1331,15.2199
Axis Estrategia 5 - Clase B,9.9933,-10.6039,15.3421,-13.1,-8.3239,56.6009,1.8709,-0.0476,5.4052,-15.1331,15.2199
Axis Estrategia 5 - Clase X Ley N° 27.743,9.9932,-10.6038,15.3417,-13.1001,-8.3238,56.6011,1.8709,-0.0475,5.4052,-15.133,15.2199
Axis Estrategia 5 - Clase Y Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axis Estrategia 6 - Clase A,2.5692,1.5977,3.8036,0.4766,1.7982,7.9013,2.0595,1.5901,1.8582,1.3299,3.8241
Axis Estrategia 6 - Clase B,2.5819,1.6107,3.8168,0.4887,1.812,7.9152,2.0713,1.6034,1.8712,1.3416,3.8379
Axis Estrategia 6 - Clase X Ley N° 27.743,2.5692,1.5977,3.8036,0.4765,1.7984,7.9012,2.0595,1.5902,1.0466,0.0,0.0
Axis Estrategia 6 - Clase Y Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bamba Agronegocios - Clase A,-0.6688,1.6199,-28.7529,,3.8858,0.0,0.0,0.0,0.0,0.0,0.0
Bamba Agronegocios - Clase B,-0.6484,1.6415,-28.7377,,3.9049,0.0,0.0,0.0,0.0,0.0,0.0
Bamba Agronegocios - Clase X Ley N° 27.743,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bamba Agronegocios - Clase Y Ley N° 27.743,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Estructurado - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Estructurado - Clase B,4.5528,-3.5172,6.6905,2.6071,3.7708,5.6173,2.6656,1.9571,4.6333,-0.4135,3.6873
IEB Estructurado - Clase Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Estructurado II - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Estructurado II - Clase B,0.9703,-0.7903,11.9127,-0.1941,1.7181,7.3938,1.4764,-0.2559,1.4806,-1.8418,-0.3458
IEB Estructurado II - Clase Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Estructurado IV - Clase A,2.4257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Estructurado IV - Clase B,-5.5969,2.2245,10.7033,-0.9635,4.9807,2.2141,2.1713,0.8477,0.8189,1.1354,9.7596
IEB Estructurado IV - Clase X Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toronto Trust Argentina 2021 - Clase A,11.4359,-7.8191,15.7892,-9.3931,-5.5753,37.1284,6.2695,1.0157,2.9601,-13.2779,11.7671
Toronto Trust Argentina 2021 - Clase B,11.4589,-7.7995,15.8139,-9.3751,-5.5545,37.1576,6.2899,1.0379,2.982,-13.2612,11.7917
Toronto Trust Argentina 2021 - Clase C,11.5048,-7.7602,15.8632,-9.339,-5.5131,37.2159,6.3307,1.0823,3.0259,-13.2278,11.8408
Toronto Trust Argentina 2021 - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toronto Trust Argentina 2021 - Clase Ley N° 27.743,11.4359,-7.8192,15.7892,-9.3931,-5.5755,37.1284,6.2695,1.0159,2.9601,-13.2779,11.767
Toronto Trust Balanceado - Clase B,-3.6774,1.1361,-10.6883,2.5798,4.351,4.3336,3.3972,2.7515,2.314,2.4931,3.1588
Toronto Trust Gestión - Clase B,2.9323,1.7635,3.1432,0.6817,1.6238,11.4968,3.0548,2.1923,2.3052,4.4919,1.8477
ST Gestion II - Clase A,0.8248,0.1875,-5.1255,1.8073,-5.5403,3.8691,0.7447,0.8724,1.1139,-0.2593,-0.0446
ST Gestion II - Clase B,0.7242,0.0842,-5.2235,1.7091,-5.6409,3.7618,0.6508,0.7649,1.0096,-0.3523,-0.1509
ST Gestion II - Clase C,0.8248,0.1875,-5.1255,1.8073,-5.5403,3.8691,0.7447,0.8724,1.1139,-0.2593,-0.0446
ST Gestion II - Clase D,0.8248,0.1875,-5.1255,1.8073,-5.5403,3.8691,0.7447,0.8724,1.1139,-0.2593,-0.0446
IEB Estructurado III - Clase A,2.6678,2.9592,1.4653,0.0,0.0,2.1017,0.0,0.0,0.0,0.0,0.0
IEB Estructurado III - Clase B,3.2749,2.7706,2.4252,0.0,0.0,3.1388,1.7342,3.4553,3.5196,2.5232,2.8722
IEB Estructurado III - Clase Ley N°27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pellegrini Integral - Clase A,4.5741,-3.3869,3.8509,0.8667,-1.4499,19.3146,1.1407,2.5101,3.6195,-7.7825,5.8485
Pellegrini Integral - Clase B,4.6163,-3.3452,3.8943,0.9061,-1.4059,19.3644,1.1801,2.5543,3.6628,-7.744,5.8942
Quiron Renta Mixta - Clase A,7.7536,-11.523,14.7903,-11.0667,-13.513,61.761,1.7478,1.6841,2.6895,-16.654,9.6961
Quiron Renta Mixta - Clase B,7.7719,-11.5085,14.8049,-11.0668,-13.5126,61.7604,1.7478,1.6842,2.6897,-16.654,9.6964
Quiron Renta Mixta - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quiron Renta Mixta - Clase Ley Nº 27.743,7.7538,-11.5231,14.7904,-11.0667,-13.5128,57.0556,1.7476,0.4143,4.1119,0.0,0.0
IAM Renta Global - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Renta Global - Clase B,-0.0648,-0.1627,0.104,-0.5919,-5.1144,10.0168,0.4953,1.7122,1.523,-0.1478,0.5068
IAM Renta Global - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Renta Global - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Renta Global - Clase Ley Nº 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC Renta Mixta - Clase A,12.215,-10.4478,16.2822,-10.5768,-10.5104,57.6659,2.088,2.1094,5.1249,-12.5372,11.1719
CYC Renta Mixta - Clase B,12.2125,-10.4449,16.1268,-10.5741,-10.5074,57.6808,2.09,2.1094,5.1249,-12.5372,11.1719
CYC Renta Mixta - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC Renta Mixta - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC Renta Mixta - Clase E Ley N° 27.743,12.2186,-10.4449,16.286,-10.5741,-10.5074,24.1191,0.1952,2.1094,5.125,-12.5372,11.1719
BAVSA Global I - Clase B,2.3793,-0.9902,11.1225,-3.606,4.2871,31.2671,5.425,-0.9796,1.2834,-8.5535,
BAVSA Global I - Clase D,2.3792,-0.9902,11.1227,-3.6062,4.287,31.2671,5.4249,-0.9798,1.2833,-8.5535,
BAVSA Global I - Clase E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BAVSA Global I - Clase K Ley Nº 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BAVSA Global I - Clase L Ley Nº 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IEB Multiestrategia II - Clase B,-2.934,0.7033,1.8602,0.6905,4.8441,2.9015,2.2254,2.5123,1.6802,-0.3555,0.3873
IEB Multiestrategia II - Clase Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Multiestrategia III - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Multiestrategia III - Clase B,-5.0666,-0.0676,0.9117,0.1704,1.1677,-0.9475,0.6131,-1.6252,2.6332,-2.2465,-0.1622
IEB Multiestrategia III - Clase Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Multiestrategia IV - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Multiestrategia IV - Clase B,4.8807,0.1665,2.737,1.2266,5.4559,6.3839,2.4586,2.2216,2.3838,2.558,1.9288
IEB Multiestrategia IV - Clase Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Multiestrategia V - Clase A,3.3744,-0.0719,-0.1933,4.0608,3.4063,6.5326,2.9192,2.3022,3.2614,3.6133,3.0128
IEB Multiestrategia V - Clase B,3.4168,-0.0294,-0.1508,4.1022,3.4517,6.5778,2.9587,2.3471,3.3053,3.6531,3.0579
IEB Multiestrategia V - Clase Ley N° 27.743,3.3742,-0.0719,-0.1933,4.061,3.4064,6.5323,2.9192,2.3022,3.2611,3.6133,3.0129
Novus Balanceado - Clase A,1.9734,-0.0682,0.502,-0.2654,0.6474,11.2773,2.2065,2.0425,2.5181,2.4683,2.9026
Novus Balanceado - Clase B,1.9731,-0.0688,0.5017,-0.266,0.647,11.2778,2.2064,2.0426,2.5183,2.4683,2.9028
Novus Balanceado - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novus Balanceado - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novus Balanceado - Clase E,2.2235,0.0839,0.6553,-0.1233,0.8061,11.4478,2.3476,2.2037,2.675,2.6098,3.0651
Novus Balanceado - Clase F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novus Balanceado - Clase G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novus Balanceado - Clase H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novus Renta Balanceado - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5736
Novus Renta Balanceado - Clase B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2406,2.4515,2.3389,4.3365
Novus Renta Balanceado - Clase C,2.688,0.3735,3.2796,0.8121,0.1851,11.6256,2.1243,2.1855,2.4516,2.3389,4.3365
Novus Renta Balanceado - Clase D,2.857,0.5442,3.4552,0.9724,0.361,11.8154,2.2811,2.3649,2.6258,2.4961,4.5197
Novus Renta Balanceado - Clase E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novus Renta Balanceado - Clase F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novus Renta Balanceado - Clase G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novus Renta Balanceado - Clase H,2.9712,0.6595,3.5739,1.0808,0.4798,11.9437,2.3871,2.4861,2.7434,2.6023,4.6434
Premier Estrategico - Clase A,4.1355,0.4878,2.6778,-0.2359,-0.0122,10.8961,2.9572,2.1261,1.3837,1.4552,2.5328
Premier Estrategico - Clase B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Premier Estrategico - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Probolsa Dolares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Probolsa Dolares RP D.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avantia Multiestrategia - Clase A,0.0,-0.2384,2.4159,1.582,5.3373,5.8003,3.6542,3.2622,3.29,2.8964,2.9494
Avantia Multiestrategia - Clase B,2.4686,0.48,2.4158,1.5819,5.3374,5.8003,3.6541,3.2619,3.2901,2.8962,2.9493
Avantia Multiestrategia - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avantia Multiestrategia - Clase X Ley N°27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avantia Multiestrategia - Clase Y Ley N°27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axis Estrategia 22 - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axis Estrategia 22 - Clase B,3.5951,0.7059,2.8353,2.4425,2.3298,7.2825,3.624,2.8094,2.9951,2.9405,3.8799
Axis Estrategia 23 - Clase A,5.0863,0.8067,0.43,-2.0264,1.6138,0.0,0.0,0.0,0.0,0.5075,0.0
Axis Estrategia 23 - Clase B,5.0866,0.8066,0.4299,-2.0265,3.6714,-1.642,0.3921,0.6087,2.5507,2.2964,2.4946
Axis Estrategia 24 - Clase A,3.0661,1.9287,190.4802,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axis Estrategia 24 - Clase B,3.0658,1.9287,1.5541,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axis Estrategia 25 - Clase A,1.5308,1.4032,7.5264,0.1673,-8.216,1.8554,-1.3016,3.7729,-0.4264,1.3135,0.8324
Axis Estrategia 25 - Clase B,0.0,0.0,0.0,0.0,-15.7129,1.8556,-1.3017,3.7728,-0.4264,1.3136,0.8324
Axis Estrategia 26 - Clase A,2.9998,2.5073,2.6182,2.9063,3.7513,3.8278,2.3535,2.322,0.3461,,
Axis Estrategia 26 - Clase B,2.9996,2.5072,2.6179,2.9062,3.7513,3.8279,2.3535,2.3315,1.0877,,
Axis Estrategia 27 - Clase A,4.7865,-2.5905,7.7954,-1.7797,6.0442,7.1758,2.485,-2.8019,9.7956,-3.5355,-7.2984
Axis Estrategia 27 - Clase B,4.8085,-2.5696,7.8186,-1.76,6.0676,7.1985,2.5049,-2.7806,9.8187,-3.517,-7.2781
Axis Estrategia 27 - Clase X Ley N° 27.743,-0.4122,-2.5904,7.7953,-1.7796,6.0443,7.1757,2.4851,-2.802,9.7954,-3.5354,-7.2984
Axis Estrategia 27 - Clase Y Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axis Estrategia 8 - Clase A,5.2537,-2.7531,2.6207,1.3842,0.9296,14.7205,5.1727,2.6429,4.0563,-0.8079,3.4593
Axis Estrategia 8 - Clase B,5.2971,-2.7117,2.6644,1.4245,0.974,14.7693,5.2132,2.6882,4.1006,-0.7697,3.5049
Adcap Cima Renta Total - Clase A,493.1869,-11.7987,2.0429,-19.1186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Cima Renta Total - Clase B,493.2718,-11.6059,2.2735,-19.0774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Cima Renta Total - Clase C,492.5994,-11.6058,2.2735,-19.0774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allaria Renta Balanceada I - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allaria Renta Balanceada I - Clase B,5.1521,-0.1732,3.4693,-2.4073,-6.129,27.6393,2.9697,3.0647,1.7203,2.1362,7.0031
Allaria Renta Mixta - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allaria Renta Mixta - Clase B,1.3554,2.684,2.7691,2.1972,10.3253,2.9732,2.1526,-1.1406,2.4025,1.952,2.8607
Allaria Renta Mixta - Clase C,1.4721,2.8062,2.8914,2.3109,5.897,0.0,0.0,0.0,0.0,0.0,0.0
Compass Renta Mixta - Clase A,3.7733,1.9902,5.4902,0.0987,2.5316,10.0514,2.3851,2.3263,3.9722,2.9923,3.1672
Compass Renta Mixta - Clase B,3.7231,1.9375,5.4375,0.049,2.476,9.9916,2.342,2.2778,3.918,2.9463,3.116
Compass Renta Mixta - Clase C,3.7733,1.9902,5.4902,0.0987,2.5316,10.0514,2.3851,2.3263,3.9722,2.9923,3.1672
Compass Renta Plus - Clase A,3.0259,1.5033,6.1992,0.133,5.7761,4.857,1.6881,1.9111,2.9757,-1.1801,3.4362
Compass Renta Plus - Clase B,2.9721,1.4468,6.1419,0.0793,5.7143,4.7957,1.6419,1.859,2.9179,-1.2277,3.381
Compass Renta Plus - Clase C,3.0259,1.5033,6.1992,0.133,5.7761,4.8571,1.6881,1.9111,2.9757,-1.1801,3.4362
Delta Gestion V - Clase B,4.0508,-3.4344,2.5125,-3.87,-4.737,22.6944,1.9721,2.2273,3.1649,0.0013,7.0308
Delta Gestion VII - Clase B,5.5692,-3.4463,2.5848,-5.3796,-10.0449,39.4895,2.4345,1.9901,3.1275,-7.6571,10.501
Delta Multimercado I - Clase A,4.8244,-3.0096,1.7238,-4.3239,-7.8883,24.6219,1.7673,1.1639,1.8264,-0.5865,6.2789
Delta Multimercado I - Clase B,4.8675,-2.9684,1.767,-4.2858,-7.8479,24.6749,1.8064,1.2083,1.8696,-0.5484,6.3255
Delta Multimercado I - Clase K Ley Nº 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delta Multimercado I - Clase L Ley Nº 27.743,4.8674,-2.9686,1.7671,-4.2858,-7.8479,24.675,1.8065,1.2082,0.8511,0.0,0.0
Gainvest Balanceado - Clase A,4.4304,-1.2533,-0.963,-1.3655,-4.7699,20.9846,3.1606,3.7901,2.6573,4.6164,6.793
Gainvest Balanceado - Clase B,4.4304,-1.2533,-0.963,-1.3654,-4.7699,20.9846,3.1606,3.7901,2.6573,4.6164,6.793
Gainvest Balanceado - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gainvest Balanceado - Clase Ley N° 27.743,4.4429,-1.241,-0.9506,-1.3541,-4.7579,20.9994,3.1722,3.8033,0.3825,0.0,0.0
Pionero Renta Mixta I - Clase A,5.7253,-2.9938,6.7777,-4.3193,-9.4473,34.1806,1.9077,2.2685,2.2726,-4.5537,7.0939
Pionero Renta Mixta I - Clase B,5.7916,-2.9289,6.8469,-4.2613,-9.3847,34.2675,1.9693,2.3368,2.3388,-4.4919,7.1655
Pionero Renta Mixta I - Clase C Ley N° 27.743,5.8749,-2.8473,6.9339,-4.1884,-9.3061,34.3769,2.0468,2.4228,2.422,-4.4141,7.2556
Pionero Renta Mixta I RP D.596 - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pionero Renta Mixta I RP D.596 - Clase B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST Estrategico - Clase A,3.3039,-0.0188,1.517,-1.2982,-4.6901,15.8181,1.7158,2.9777,1.9604,2.2385,4.1235
ST Estrategico - Clase B,3.2643,-0.0584,1.4657,-1.3543,-4.7498,15.7595,1.6795,2.9356,1.9089,2.1825,4.0582
ST Estrategico - Clase C,3.3039,-0.0188,1.517,-1.2982,-4.6901,15.8181,1.7158,2.9777,1.9604,2.2385,4.1235
ST Renta Mixta - Clase A,4.9744,0.099,-0.4525,-2.1577,-6.4881,28.1938,3.2461,2.4504,3.046,,
ST Renta Mixta - Clase B,4.9874,0.1118,-0.4398,-2.1186,-6.4264,28.2757,3.3057,2.5179,3.1118,,
ST Renta Mixta - Clase C,5.1552,0.3218,-0.2309,-1.9311,-6.232,28.5339,3.4934,2.7309,3.3193,,
ST Renta Mixta - Clase D,5.0263,0.1501,-0.4017,-2.0927,-6.4059,28.303,3.3255,2.5405,3.1337,,
Compass Renta Mixta - Clase D,3.448,1.0488,-5.8763,0.1858,-9.4782,12.8347,1.0966,2.2795,5.2108,5.7077,2.6979
Compass Renta Mixta - Clase E,3.3996,0.9965,-5.9247,0.1367,-9.5277,12.7727,1.054,2.232,5.1555,5.6616,2.646
Compass Renta Mixta - Clase F,3.449,1.0478,-5.8766,0.1871,-9.4778,12.8331,1.0968,2.2794,5.2116,5.7076,2.6972
Compass Renta Plus - Clase D,2.7042,0.5684,-5.2465,0.2228,-6.6146,7.5092,0.4071,1.8636,4.2036,1.4273,2.9631
Compass Renta Plus - Clase E,2.7029,0.5642,-5.2443,0.2238,-6.6136,7.5063,0.409,1.8653,4.2025,1.424,2.9673
Compass Renta Plus - Clase F,2.7042,0.5684,-5.2465,0.2228,-6.6146,7.5092,0.4071,1.8636,4.2036,1.4273,2.9631
Delta Multimercado I - Clase F,4.4962,-3.9054,-9.2383,-4.2393,-18.6776,27.7729,0.4873,0.63,1.1918,2.6368,-0.4556
Delta Multimercado I - Clase G,-0.3126,-0.9231,-10.7758,0.0883,-11.7134,2.5277,-1.2578,-0.046,1.1921,2.6366,-0.4556
Gainvest Balanceado - Clase D,-1.5205,-1.4252,-12.2892,2.3352,-2.6846,-4.4138,-0.5772,-0.2903,0.5822,3.6179,1.1173
Gainvest Balanceado - Clase E,-1.4851,-1.4302,-12.3137,2.415,-2.7511,-4.4005,-0.5636,-0.2362,0.5682,3.5782,1.0455
Gainvest Balanceado - Clase F,-1.518,-1.4258,-12.2752,2.3619,-2.7427,-4.3868,-0.5618,-0.2354,0.5191,3.615,1.0874
Toronto Trust Renta Dólar - Clase A,0.5743,-0.0951,0.2412,0.4777,-0.114,0.3646,0.4615,1.3518,1.0392,0.5457,0.6166
Toronto Trust Renta Dólar - Clase B,0.5825,-0.0866,0.2496,0.4856,-0.1056,0.3731,0.4692,1.3607,1.0476,0.5535,0.6255
Toronto Trust Renta Dólar - Clase C,0.5866,-0.0825,0.2537,0.4897,-0.101,0.3772,0.4729,1.3652,1.052,0.5574,0.6299
Toronto Trust Renta Dólar - Clase Ley N° 27.743,0.5743,-0.0952,0.2413,0.4774,-0.1141,0.3645,0.4614,1.3518,1.0392,0.5456,0.6167
Alpha Planeamiento Dinamico - Clase A,5.107,-5.9676,7.9159,-5.5519,-2.9166,31.3833,1.8315,1.4273,4.1085,-7.2219,7.7331
Alpha Planeamiento Dinamico - Clase B,5.107,-5.9676,7.9159,-5.5519,-2.9166,31.3833,1.8315,1.4273,4.1084,-7.222,7.7331
Alpha Planeamiento Dinamico - Clase C,-1.2559,0.0493,-12.219,0.0932,-9.258,1.3103,0.0659,-0.3425,1.4585,2.7744,-0.1512
Alpha Planeamiento Dinamico - Clase D,3.8318,-5.9042,-5.2395,-5.4481,-11.9054,33.1128,1.9446,1.1233,5.6834,-4.6042,7.6218
Alpha Planeamiento Dinamico - Clase I,-1.2556,0.0493,-12.2191,0.0933,-9.258,1.3105,0.0656,-0.3422,1.4582,2.7743,-0.1509
Alpha Planeamiento Dinamico - Clase J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Planeamiento Dinamico - Clase K,5.107,-5.9675,7.9158,-5.5518,-2.9167,31.3833,1.8316,1.4274,4.1085,-7.2219,7.7331
Alpha Planeamiento Equilibrado - Clase A,4.7318,-2.9795,4.1964,-2.3874,-2.3881,23.8585,2.8596,2.1452,2.8577,-1.1958,6.5667
Alpha Planeamiento Equilibrado - Clase B,4.7318,-2.9795,4.1964,-2.3874,-2.3881,23.8585,2.8596,2.1452,2.8577,-1.1958,6.5667
Alpha Planeamiento Equilibrado - Clase C,-1.2558,0.0494,-12.2191,0.0933,-9.2578,1.3102,0.0658,-0.3423,1.4585,2.7742,-0.1511
Alpha Planeamiento Equilibrado - Clase D,3.4338,-2.9213,-8.5135,-2.2715,-11.4046,25.5052,2.9148,1.7892,4.3469,1.5439,6.4048
Alpha Planeamiento Equilibrado - Clase I,-1.2558,0.0493,-12.2191,0.0931,-9.2578,1.3103,0.0657,-0.3424,1.4586,2.7743,-0.1511
Alpha Planeamiento Equilibrado - Clase J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Planeamiento Equilibrado - Clase K,4.7318,-2.9795,4.1964,-2.3874,-2.388,23.8585,2.8596,2.1451,2.8576,-1.1958,6.5667
Alpha Retorno Total - Clase A,5.1206,-2.6446,4.7234,-1.0455,-4.4305,20.0464,2.9221,2.0698,3.8855,-5.9692,4.946
Alpha Retorno Total - Clase B,4.9307,-2.8264,4.5279,-1.2183,-4.6147,19.8223,2.7485,1.8731,3.6915,-6.1278,4.7437
Alpha Retorno Total - Clase C,-1.2556,0.0489,-12.2191,0.0934,-9.2581,1.3105,0.0655,-0.3418,1.4585,2.7737,-0.1506
Alpha Retorno Total - Clase D,3.613,-2.7784,-8.2444,-1.1263,-13.4454,21.3924,2.8159,1.5244,5.2038,-3.5236,4.5856
Alpha Retorno Total - Clase I,-1.2557,0.0492,-12.219,0.0934,-9.2578,1.31,0.0659,-0.3423,1.4585,2.7742,-0.151
Alpha Retorno Total - Clase J,5.1207,-2.6444,1.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Retorno Total - Clase K,4.931,-2.8261,4.5282,-1.218,-4.6144,19.8227,2.7488,1.8734,3.6919,-6.1275,4.7441
Arpenta (ex Mercosur),7.1161,-10.1444,11.6019,-9.1024,-8.0056,39.2934,3.3001,0.5251,13.8137,-10.4691,10.8189
GSS I - Clase A,2.6053,2.7028,2.5178,3.1825,5.0948,3.8173,3.1257,2.2989,2.7409,2.7426,3.0297
